호선,역명,호기,승강기번호,설치위치,운행구간,운행방향
5,영등포시장,6,1809-961,"대합실, B3-B2",B3-B2,상행
5,영등포시장,7,1814-607,"2번 출구 측, B1-1F",B1-1F,상행
5,영등포시장,8,1814-608,"2번 출구 측, 1F-B1",1F-B1,하행
5,신길,1,1804-421,"3번 출구 측, B1-1F",B1-1F,상행
5,신길,2,1804-422,"3번 출구 측, 1F-B1",1F-B1,하행
5,신길,3,1804-423,"환승통로(1호선), B1-B3",B1-B3,하행
5,신길,4,1804-424,"환승통로(1호선), B1-B3",B1-B3,하행
5,신길,5,1804-425,"환승통로(1호선), B3-B1",B3-B1,상행
5,신길,6,1804-426,"환승통로(1호선), B3-B1",B3-B1,상행
5,신길,7,1804-427,"영등포시장 방면7-3, B3-B4",B3-B4,하행
5,신길,8,1804-428,"영등포시장 방면7-3, B4-B3",B4-B3,상행
5,신길,9,1804-429,"여의도 방면2-2, B4-B3",B4-B3,상행
5,여의도,1,1804-452,"대합실, B1-B3",B1-B3,하행
5,여의도,2,1804-453,"대합실, B3-B1",B3-B1,상행
5,여의도,3,1804-454,"대합실, B3-B1",B3-B1,상행
5,여의도,4,1804-455,"대합실, B1-B3",B1-B3,하행
5,여의나루,1,1808-383,"대합실, B4-B2",B4-B2,상행
5,여의나루,2,1808-384,"대합실, B4-B2",B4-B2,상행
5,여의나루,3,1808-385,"대합실, B2-B4",B2-B4,하행
5,여의나루,4,1808-386,"대합실, B2-B4",B2-B4,하행
5,여의나루,5,1808-379,"대합실, B3-B1",B3-B1,상행
5,여의나루,6,1808-378,"대합실, B1-B3",B1-B3,하행
5,여의나루,7,1808-380,"대합실, B1-BM",B1-BM,상행
5,여의나루,8,1808-381,"대합실, B1-BM",B1-BM,상행
5,여의나루,9,1808-382,"대합실, BM-B1",BM-B1,하행
5,여의나루,10,1808-296,"4번 출구 측, 1F-BM",1F-BM,하행
5,여의나루,11,1808-297,"4번 출구 측, BM-B1",BM-B1,상행
5,마포,1,1808-186,"대합실, B3-B1",B3-B1,하행
5,마포,2,1808-187,"대합실, B1-B3",B1-B3,상행
5,마포,3,1800-849,"대합실, B3-B1",B3-B1,상행
5,마포,4,1800-850,"대합실, B1-B3",B1-B3,하행
5,마포,5,1800-568,"2번 출구 측, 1F-B1",1F-B1,하행
5,마포,6,1800-569,"2번 출구 측, B1-1F",B1-1F,상행
5,마포,7,1801-001,"대합실, B3-B4",B3-B4,하행
5,마포,8,1801-002,"대합실, B4-B3",B4-B3,상행
5,마포,9,1800-848,"3번 출구 측, B1-1F",B1-1F,상행
5,마포,10,1800-847,"3번 출구 측, 1F-B1",1F-B1,하행
5,공덕,1,1808-903,"환승통로(6호선), B3-B2",B3-B2,상행
5,공덕,2,1808-904,"환승통로(6호선), B2-B3",B2-B3,하행
5,공덕,3,1808-905,"마포 방면1-1, 애오개 방면8-4, B3-B2",B3-B2,상행
5,공덕,4,1808-906,"마포 방면1-1, 애오개 방면8-4, B2-B3",B2-B3,하행
5,공덕,5,1800-482,"대합실, B2-B1",B2-B1,상행
5,공덕,6,1800-483,"대합실, B1-B2",B1-B2,하행
5,공덕,7,1808-907,"대합실, B1-B2",B1-B2,하행
5,공덕,8,1808-908,"대합실, B2-B1",B2-B1,상행
5,공덕,9,1808-909,"4번 출구 측, 1F-B1",1F-B1,하행
5,공덕,10,1808-910,"4번 출구 측, B1-1F",B1-1F,상행
5,공덕,11,1808-911,"대합실, B1-BM",B1-BM,상행
5,애오개,1,1800-593,"대합실, B3-B1",B3-B1,상행
5,애오개,2,1800-594,"대합실, B1-B3",B1-B3,하행
5,애오개,3,1810-123,"대합실, B3-B1",B3-B1,상행
5,애오개,4,1810-124,"대합실, B1-B3",B1-B3,하행
5,애오개,5,1808-126,"4번 출구 측, BM-1F",BM-1F,상행
5,애오개,6,1808-127,"4번 출구 측, 1F-BM",1F-BM,하행
5,충정로,1,1800-576,"대합실, B4-B2",B4-B2,상행
5,충정로,2,1800-577,"대합실, B4-B2",B4-B2,상행
5,충정로,3,1800-578,"대합실, B2-B4",B2-B4,하행
5,충정로,4,1800-579,"대합실, B2-B4",B2-B4,하행
5,서대문,1,1800-347,"아이센터 측(지하1층), B1-B3",B1-B3,하행
5,서대문,2,1800-348,"아이센터 측(지하1층), B3-B1",B3-B1,상행
5,서대문,3,1800-349,"아이센터 측(지하1층), B3-B1",B3-B1,상행
5,서대문,4,1800-350,"아이센터 측(지하1층), B1-B3",B1-B3,하행
5,서대문,5,1801-032,"6번 출구 측, BM-1F",BM-1F,상행
5,서대문,6,1801-033,"6번 출구 측, 1F-BM",1F-BM,하행
5,서대문,7,1800-484,"5번 출구 측, 1F-B1",1F-B1,하행
5,서대문,8,1800-485,"5번 출구 측, B1-1F",B1-1F,상행
5,서대문,9,1810-574,"4번 출구 측, B1-1F",B1-1F,상행
5,서대문,10,1810-573,"4번 출구 측, 1F-B1",1F-B1,하행
5,광화문,1,1800-311,"서대문 방면1-1, 종로3가 방면8-4, B3-B2",B3-B2,상행
5,광화문,2,1800-312,"서대문 방면1-1, 종로3가 방면8-4, B2-B3",B2-B3,하행
5,광화문,3,1800-313,"대합실(광장 측), B2-B1",B2-B1,상행
5,광화문,4,1800-314,"대합실(광장 측), B1-B2",B1-B2,하행
5,종로가,1,1800-008,"광화문 방면1-1, 을지로4가 방면8-4, B5-B3",B5-B3,상행
5,종로가,2,1800-009,"광화문 방면1-1, 을지로4가 방면8-4, B3-B5",B3-B5,하행
5,종로가,3,1800-010,"대합실(4,5번 출구 사이), B3-B1",B3-B1,상행
5,종로가,4,1800-011,"대합실(4,5번 출구 사이), B1-B3",B1-B3,하행
5,종로가,5,1800-012,"환승통로(1,3호선), B3-B4",B3-B4,하행
5,종로가,6,1800-013,"환승통로(1,3호선), B3-B4",B3-B4,하행
5,종로가,7,1800-014,"환승통로(1,3호선), B4-B3",B4-B3,상행
5,종로가,8,1800-017,"환승통로(1,3호선), B4-B3",B4-B3,상행
5,종로가,9,1800-015,"4번 출구 측, 1F-B1",1F-B1,하행
5,종로가,10,1800-016,"4번 출구 측, B1-1F",B1-1F,상행
5,을지로가,1,1800-744,"대합실(아이센터 측), B2-B4",B2-B4,하행
5,을지로가,2,1800-743,"대합실(아이센터 측), B4-B2",B4-B2,상행
5,을지로가,3,1800-746,"환승통로(시청방면), B2-B4",B2-B4,하행
5,을지로가,4,1800-745,"환승통로(시청방면), B4-B2",B4-B2,상행
5,을지로가,5,1800-747,"환승통로(잠실방면), B3-B5",B3-B5,하행
5,을지로가,6,1800-748,"환승통로(잠실방면), B5-B3",B5-B3,상행
5,을지로가,7,1800-466,"대합실(아이센터 측), B1-B2",B1-B2,하행
5,을지로가,8,1800-467,"대합실(아이센터 측), B2-B1",B2-B1,상행
5,을지로가,9,1800-468,"환승통로(2호선 잠실 방면4-3), B3-B2",B3-B2,상행
5,을지로가,10,1809-477,"4번 출구 측, BM-1F",BM-1F,상행
5,을지로가,11,1809-478,"4번 출구 측, 1F-BM",1F-BM,하행
5,동대문역사문화공원,1,1808-962,"대합실(6,7번 출구 사이), B4-B2",B4-B2,상행
5,동대문역사문화공원,2,1808-963,"대합실(6,7번 출구 사이), B2-B4",B2-B4,하행
5,동대문역사문화공원,3,1808-964,"환승통로(2,4호선), B2-BM4",B2-BM4,하행
5,동대문역사문화공원,4,1808-965,"환승통로(2,4호선), BM4-B2",BM4-B2,상행
5,동대문역사문화공원,5,1808-966,"환승통로(2,4호선), BM4-B2",BM4-B2,상행
5,신금호,1,1808-967,"행당 방면3-4, 청구 방면5-3, B8-B5",B8-B5,상행
5,신금호,2,1808-968,"행당 방면3-4, 청구 방면5-3, B5-B8",B5-B8,하행
5,신금호,3,1808-969,"대합실(1,2호기 위), B5-B2",B5-B2,상행
5,신금호,4,1808-970,"대합실(1,2호기 위), B2-B5",B2-B5,하행
5,신금호,5,1809-945,"고객안전실 측(지하2층), B2-B1",B2-B1,상행
5,신금호,6,1809-946,"고객안전실 측(지하2층), B1-B2",B1-B2,하행
5,신금호,7,1812-438,"1번 출구 측, B1-1F",B1-1F,상행
5,신금호,8,1812-439,"1번 출구 측, 1F-B1",1F-B1,하행
5,신금호,9,1812-440,"2번 출구 측, B1-1F",B1-1F,상행
5,신금호,10,1812-441,"2번 출구 측, 1F-B1",1F-B1,하행
5,신금호,11,1812-507,"4번 출구 측, B1-1F",B1-1F,상행
5,신금호,12,1812-508,"4번 출구 측, 1F-B1",1F-B1,하행
5,행당,1,1808-971,"대합실, B3-B1",B3-B1,상행
5,행당,2,1808-972,"대합실, B1-B3",B1-B3,하행
5,행당,3,1809-471,"1번 출구 측, B1-1F",B1-1F,상행
5,행당,4,1809-472,"1번 출구 측, 1F-B1",1F-B1,하행
5,행당,5,1808-973,"대합실, BM4-B3",BM4-B3,상행
5,행당,6,1808-974,"대합실, B3-BM4",B3-BM4,하행
5,행당,7,1809-473,"4번 출구 측, B1-1F",B1-1F,상행
5,행당,8,1809-474,"4번 출구 측, 1F-B1",1F-B1,하행
5,왕십리,1,1800-560,"지하철경찰대 측(지하4층), B2-B4",B2-B4,하행
5,왕십리,2,1800-561,"지하철경찰대 측(지하4층), B2-B4",B2-B4,하행
5,왕십리,3,1800-562,"지하철경찰대 측(지하4층), B4-B2",B4-B2,상행
5,왕십리,4,1800-563,"지하철경찰대 측(지하4층), B4-B2",B4-B2,상행
5,왕십리,5,1800-564,"환승통로(2호선 시청방면), B4-B2",B4-B2,상행
5,왕십리,6,1800-565,"환승통로(2호선 시청방면), B4-B2",B4-B2,상행
5,왕십리,7,1800-566,"환승통로(2호선 잠실방면), B2-B4",B2-B4,하행
5,왕십리,8,1800-567,"환승통로(2호선 잠실방면), B4-B2",B4-B2,상행
5,마장,1,1800-689,"4번 출구 측, BM-1F",BM-1F,상행
5,마장,2,1800-690,"4번 출구 측, 1F-BM",1F-BM,하행
5,마장,3,1800-877,"대합실, BM2-B1",BM2-B1,상행
5,마장,4,1800-878,"대합실, B1-BM2",B1-BM2,하행
5,답십리,1,1800-469,"1번 출구 측, B1-1F",B1-1F,상행
5,답십리,2,1800-476,"1번 출구 측, 1F-B1",1F-B1,하행
5,답십리,3,1809-476,"5번 출구 측, 1F-BM",1F-BM,하행
5,답십리,4,1809-475,"5번 출구 측, BM-1F",BM-1F,상행
5,장한평,1,1803-265,"대합실, B1-B2",B1-B2,하행
5,장한평,2,1803-266,"대합실, B2-B1",B2-B1,상행
5,장한평,3,1809-107,"3번 출구 측, 1F-BM",1F-BM,하행
5,장한평,4,1809-106,"3번 출구 측, BM-1F",BM-1F,상행
5,군자,1,1802-499,"5번 출구 측, BM-1F",BM-1F,상행
5,군자,2,1802-500,"5번 출구 측, 1F-BM",1F-BM,하행
5,군자,3,1808-589,"4번 출구 측, BM-1F",BM-1F,상행
5,군자,4,1808-590,"4번 출구 측, 1F-BM",1F-BM,하행
5,군자,5,1811-760,"1번 출구 측, B1-1F",B1-1F,상행
5,군자,6,1811-761,"1번 출구 측, 1F-B1",1F-B1,하행
5,군자,7,1811-831,"8번 출구 측, B1-1F",B1-1F,상행
5,군자,8,1811-832,"8번 출구 측, 1F-B1",1F-B1,하행
5,아차산,1,1803-348,"1번 출구 측, B1-1F",B1-1F,상행
5,아차산,2,1803-349,"1번 출구 측, 1F-B1",1F-B1,하행
5,아차산,3,1809-087,"대합실, BM2-B1",BM2-B1,상행
5,아차산,4,1809-088,"대합실, B1-BM2",B1-BM2,하행
5,아차산,5,1809-085,"3번 출구 측, B1-1F",B1-1F,상행
5,아차산,6,1809-086,"3번 출구 측, 1F-B1",1F-B1,하행
5,아차산,7,1811-617,"2번 출구 측, B1-1F",B1-1F,상행
5,아차산,8,1811-618,"2번 출구 측, 1F-B1",1F-B1,하행
5,광나루,1,1809-100,"4번 출구 측, 1F-BM",1F-BM,하행
5,광나루,2,1809-099,"4번 출구 측, BM-1F",BM-1F,상행
5,광나루,3,1800-903,"3번 출구 측, 1F-B1",1F-B1,하행
5,광나루,4,1800-904,"3번 출구 측, B1-1F",B1-1F,상행
5,천호,1,1802-885,"대합실, B1-B2",B1-B2,하행
5,천호,2,1802-886,"대합실, B2-B1",B2-B1,상행
5,천호,3,1802-887,"2번 출구 측, 1F-BM",1F-BM,하행
5,천호,4,1802-888,"2번 출구 측, BM-1F",BM-1F,상행
5,천호,5,1802-889,"7번 출구 측, 1F-B1",1F-B1,하행
5,천호,6,1802-890,"7번 출구 측, B1-1F",B1-1F,상행
5,천호,7,1802-891,"8번 출구 측, 1F-B1",1F-B1,하행
5,천호,8,1802-892,"8번 출구 측, B1-1F",B1-1F,상행
5,천호,9,1805-218,"9번 출구 측, 1F-BM",1F-BM,하행
5,천호,10,1805-219,"9번 출구 측, BM-1F",BM-1F,상행
5,천호,11,1805-653,"5번 출구 측, BM-1F",BM-1F,상행
5,천호,12,1805-654,"5번 출구 측, 1F-BM",1F-BM,하행
5,천호,13,1807-909,"10번 출구 측, BM-1F",BM-1F,상행
5,천호,14,1807-910,"10번 출구 측, 1F-BM",1F-BM,하행
5,천호,15,1810-789,"6번 출구 측, B1-1F",B1-1F,상행
5,천호,16,1810-790,"6번 출구 측, 1F-B1",1F-B1,하행
5,강동,1,1802-833,"대합실, B1-B3",B1-B3,하행
5,강동,2,1802-834,"대합실, B3-B1",B3-B1,상행
5,강동,3,1805-630,"대합실, B3-B1",B3-B1,상행
5,강동,4,1802-835,"대합실, B1-B3",B1-B3,하행
5,강동,5,1802-523,"천호 방면8-4, B3-B4",B3-B4,하행
5,강동,6,1802-524,"천호 방면8-4, B4-B3",B4-B3,상행
5,강동,7,1802-525,"둔촌동 방면1-1, B3-B4",B3-B4,하행
5,강동,8,1802-526,"둔촌동 방면1-1, B4-B3",B4-B3,상행
5,강동,11,1805-633,"4번 출구 측, B1-1F",B1-1F,상행
5,강동,12,1805-634,"4번 출구 측, 1F-B1",1F-B1,하행
5,길동,1,1808-893,"대합실, BM2-B1",BM2-B1,상행
5,길동,2,1808-894,"대합실, B1-BM2",B1-BM2,하행
5,길동,3,1808-895,"1번 출구 측, B1-BM",B1-BM,상행
5,굽은다리,1,1801-838,"1번 출구 측, 1F-B1",1F-B1,하행
5,굽은다리,2,1801-839,"1번 출구 측, B1-1F",B1-1F,상행
5,굽은다리,3,1805-658,"4번 출구 측, B1-1F",B1-1F,상행
5,굽은다리,4,1805-659,"4번 출구 측, 1F-B1",1F-B1,하행
5,명일,1,1802-528,"4번 출구 측, B1-1F",B1-1F,상행
5,명일,2,1802-529,"4번 출구 측, 1F-B1",1F-B1,하행
5,고덕,1,1805-657,"4번 출구 측, 1F-B1",1F-B1,하행
5,고덕,2,1803-009,"4번 출구 측, B1-1F",B1-1F,상행
5,고덕,3,1811-567,"대합실(1,2번 출구 사이), B1-BM",B1-BM,상행
5,고덕,4,1811-568,"대합실(1,2번 출구 사이), BM-B1",BM-B1,하행
5,고덕,5,1811-569,"1번 출구 측, M1-1F",M1-1F,상행
5,고덕,6,1811-570,"1번 출구 측, 1F-M1",1F-M1,하행
5,상일동,3,1810-791,"1번 출구 측, B1-1F",B1-1F,상행
5,상일동,4,1810-792,"1번 출구 측, 1F-B1",1F-B1,하행
5,상일동,5,1810-787,"2번 출구 측, B1-1F",B1-1F,상행
5,상일동,6,1810-788,"2번 출구 측, 1F-B1",1F-B1,하행
5,상일동,7,1810-797,"3번 출구 측, B1-1F",B1-1F,상행
5,상일동,8,1810-798,"3번 출구 측, 1F-B1",1F-B1,하행
5,상일동,9,1810-795,"4번 출구 측, B1-1F",B1-1F,상행
5,상일동,10,1810-796,"4번 출구 측, 1F-B1",1F-B1,하행
5,상일동,11,1811-737,"5번 출구 측, B1-1F",B1-1F,상행
5,상일동,12,1811-738,"5번 출구 측, 1F-B1",1F-B1,하행
5,상일동,13,1811-739,"6번 출구 측, B1-1F",B1-1F,상행
5,상일동,14,1811-740,"6번 출구 측, 1F-B1",1F-B1,하행
5,상일동,15,1811-723,"7번 출구 측, B1-1F",B1-1F,상행
5,상일동,16,1811-724,"7번 출구 측, 1F-B1",1F-B1,하행
5,상일동,17,1811-725,"8번 출구 측, B1-1F",B1-1F,상행
5,상일동,18,1811-726,"8번 출구 측, 1F-B1",1F-B1,하행
5(연),강일,1,1811-741,"상일동 방면2-3, B3-B2",B3-B2,상행
5(연),강일,2,1811-742,"상일동 방면2-3, B2-B3",B2-B3,하행
5(연),강일,3,1811-743,"미사 방면7-2, B3-B2",B3-B2,상행
5(연),강일,4,1811-744,"미사 방면7-2, B2-B3",B2-B3,하행
5(연),강일,5,1811-745,"상일동 방면7-2, B3-B2",B3-B2,상행
5(연),강일,6,1811-746,"상일동 방면7-2, B2-B3",B2-B3,하행
5(연),강일,7,1811-747,"미사 방면2-3, B3-B2",B3-B2,상행
5(연),강일,8,1811-748,"미사 방면2-3, B2-B3",B2-B3,하행
5(연),강일,9,1811-749,"1번 출구 측, B1-1F",B1-1F,상행
5(연),강일,10,1811-750,"1번 출구 측, 1F-B1",1F-B1,하행
5(연),강일,11,1811-829,"2번 출구 측, B1-1F",B1-1F,상행
5(연),강일,12,1811-830,"2번 출구 측, 1F-B1",1F-B1,하행
5(연),강일,13,1811-751,"3번 출구 측, B1-1F",B1-1F,상행
5(연),강일,14,1811-752,"3번 출구 측, 1F-B1",1F-B1,하행
5(연),강일,15,1811-753,"4번 출구 측, B1-1F",B1-1F,상행
5(연),강일,16,1811-754,"4번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,1,3813-238,"하남풍산 방면6-1, B1-B2",B1-B2,하행
5(연),미사,2,3813-237,"하남풍산 방면6-1, B2-B1",B2-B1,상행
5(연),미사,3,3813-242,"강일 방면6-1, B1-B2",B1-B2,하행
5(연),미사,4,3813-241,"강일 방면6-1, B2-B1",B2-B1,상행
5(연),미사,5,3813-240,"하남풍산 방면3-4, B2-B1",B2-B1,상행
5(연),미사,6,3813-239,"하남풍산 방면3-4, B1-B2",B1-B2,하행
5(연),미사,7,3811-800,"1번 출구 측, B1-1F",B1-1F,상행
5(연),미사,8,3811-799,"1번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,9,3811-804,"2번 출구 측, B1-1F",B1-1F,상행
5(연),미사,10,3811-803,"2번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,11,3811-794,"4번 출구 측, B1-1F",B1-1F,상행
5(연),미사,12,3811-793,"4번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,13,3811-789,"5번 출구 측, B1-1F",B1-1F,상행
5(연),미사,14,3811-790,"5번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,15,3811-792,"6번 출구 측, B1-1F",B1-1F,상행
5(연),미사,16,3811-791,"6번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,17,3811-802,"7번 출구 측, B1-1F",B1-1F,상행
5(연),미사,18,3811-801,"7번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,19,3811-796,"9번 출구 측, B1-1F",B1-1F,상행
5(연),미사,20,3811-795,"9번 출구 측, 1F-B1",1F-B1,하행
5(연),미사,21,3811-798,"10번 출구 측, B1-1F",B1-1F,상행
5(연),미사,22,3811-797,"10번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,1,3813-248,"미사 방면3-3, B2-B1",B2-B1,상행
5(연),하남풍산,2,3813-249,"미사 방면3-3, B1-B2",B1-B2,하행
5(연),하남풍산,3,3813-254,"하남시청 방면6-2, B2-B1",B2-B1,상행
5(연),하남풍산,4,3813-255,"하남시청 방면6-2, B1-B2",B1-B2,하행
5(연),하남풍산,5,3813-250,"미사 방면6-1, B2-B1",B2-B1,상행
5(연),하남풍산,6,3813-251,"미사 방면6-1, B1-B2",B1-B2,하행
5(연),하남풍산,7,3813-252,"하남시청 방면3-4, B2-B1",B2-B1,상행
5(연),하남풍산,8,3813-253,"하남시청 방면3-4, B1-B2",B1-B2,하행
5(연),하남풍산,9,3811-757,"1번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,10,3811-758,"1번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,12,3811-759,"2번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,11,3811-760,"2번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,13,3811-761,"3번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,14,3811-762,"3번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,15,3811-763,"4번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,16,3811-764,"4번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,17,3811-765,"5번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,18,3811-766,"5번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,19,3811-767,"6번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,20,3811-768,"6번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,21,3811-769,"7번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,22,3811-770,"7번 출구 측, 1F-B1",1F-B1,하행
5(연),하남풍산,23,3811-771,"8번 출구 측, B1-1F",B1-1F,상행
5(연),하남풍산,24,3811-772,"8번 출구 측, 1F-B1",1F-B1,하행
5(연),하남시청,1,3811-949,"하남풍산 방면3-3, B2-B1",B2-B1,상행
5(연),하남시청,2,3811-950,"하남풍산 방면3-3, B1-B2",B1-B2,하행
5(연),하남시청,3,3811-951,"하남검단산 방면6-2, B2-B1",B2-B1,상행
5(연),하남시청,4,3811-952,"하남검단산 방면6-2, B1-B2",B1-B2,하행
5(연),하남시청,5,3811-955,"하남풍산 방면6-2, B2-B1",B2-B1,상행
5(연),하남시청,6,3811-956,"하남풍산 방면6-2, B1-B2",B1-B2,하행
5(연),하남시청,7,3811-953,"하남검단산 방면3-3, B2-B1",B2-B1,상행
5(연),하남시청,8,3811-954,"하남검단산 방면3-3, B1-B2",B1-B2,하행
5(연),하남시청,9,3811-947,"대합실, B1-BM",B1-BM,상행
5(연),하남시청,10,3811-948,"대합실, BM-B1",BM-B1,하행
5(연),하남시청,11,3811-945,"대합실, B1-BM",B1-BM,상행
5(연),하남시청,12,3811-946,"대합실, BM-B1",BM-B1,하행
5(연),하남시청,13,3811-986,"대합실(1,2번 출구 측), BM-M",BM-M,상행
5(연),하남시청,14,3811-985,"대합실(1,2번 출구 측), M-BM",M-BM,하행
5(연),하남시청,15,3811-984,"1번 출구 측, M-1F",M-1F,상행
5(연),하남시청,16,3811-983,"1번 출구 측, 1F-M",1F-M,하행
5(연),하남시청,17,3811-975,"2번 출구 측, M-1F",M-1F,상행
5(연),하남시청,18,3811-982,"2번 출구 측, 1F-M",1F-M,하행
5(연),하남시청,19,3811-939,"3번 출구 측, BM-1F",BM-1F,상행
5(연),하남시청,20,3811-940,"3번 출구 측, 1F-BM",1F-BM,하행
5(연),하남시청,21,3811-941,"4번 출구 측, B1-1F",B1-1F,상행
5(연),하남시청,22,3811-942,"4번 출구 측, 1F-B1",1F-B1,하행
5(연),하남시청,23,3811-943,"5번 출구 측, B1-1F",B1-1F,상행
5(연),하남시청,24,3811-944,"5번 출구 측, 1F-B1",1F-B1,하행
5(연),하남시청,25,3811-937,"대합실, B1-M",B1-M,상행
5(연),하남시청,26,3811-938,"대합실, M-B1",M-B1,하행
5(연),하남시청,27,3811-935,"6번 출구 측, M-1F",M-1F,상행
5(연),하남시청,28,3811-936,"6번 출구 측, 1F-M",1F-M,하행
5(연),하남검단산,1,3811-859,"하남시청 방면2-4, B3-B2",B3-B2,상행
5(연),하남검단산,2,3811-860,"하남시청 방면2-4, B2-B3",B2-B3,하행
5(연),하남검단산,3,3811-861,"하남검단산 방면7-1, B3-B2",B3-B2,상행
5(연),하남검단산,4,3811-862,"하남검단산 방면7-1, B2-B3",B2-B3,하행
5(연),하남검단산,5,3811-863,"하남시청 방면6-2, B3-B2",B3-B2,상행
5(연),하남검단산,6,3811-864,"하남시청 방면6-2, B2-B3",B2-B3,하행
5(연),하남검단산,7,3811-865,"하남검단산 방면3-3, B3-B2",B3-B2,상행
5(연),하남검단산,8,3811-866,"하남검단산 방면3-3, B2-B3",B2-B3,하행
5(연),하남검단산,9,3811-867,"대합실, B2-B1",B2-B1,상행
5(연),하남검단산,10,3811-868,"대합실, B1-B2",B1-B2,하행
5(연),하남검단산,11,3811-869,"대합실, B2-B1",B2-B1,상행
5(연),하남검단산,12,3811-870,"대합실, B1-B2",B1-B2,하행
5(연),하남검단산,13,3811-871,"1번 출구 측, B2-1F",B2-1F,상행
5(연),하남검단산,14,3811-872,"1번 출구 측, 1F-B2",1F-B2,하행
5(연),하남검단산,15,3811-875,"2번 출구 측, B2-1F",B2-1F,상행
5(연),하남검단산,16,3811-876,"2번 출구 측, 1F-B2",1F-B2,하행
5(연),하남검단산,17,3811-877,"3번 출구 측, B2-1F",B2-1F,상행
5(연),하남검단산,18,3811-878,"3번 출구 측, 1F-B2",1F-B2,하행
5(연),하남검단산,19,3811-873,"4번 출구 측, B2-1F",B2-1F,상행
5(연),하남검단산,20,3811-874,"4번 출구 측, 1F-B2",1F-B2,하행
5,둔촌동,1,1801-842,"1번 출구 측, B1-BM",B1-BM,상행
5,둔촌동,2,1801-843,"2번 출구 측, BM-B1",BM-B1,하행
5,둔촌동,3,1801-844,"3번 출구 측, B1-BM",B1-BM,상행
5,둔촌동,4,1801-845,"4번 출구 측, B1-BM",B1-BM,상행
5,올림픽공원,1,1809-917,"둔촌동 방면6-1, B3-B2",B3-B2,상행
5,올림픽공원,2,1809-920,"둔촌동 방면6-1, B2-B3",B2-B3,하행
5,올림픽공원,3,1811-199,"방이 방면3-4, B3-B2",B3-B2,상행
5,올림픽공원,4,1811-200,"방이 방면3-4, B2-B3",B2-B3,하행
5,방이,1,1808-714,"4번 출구 측, B1-1F",B1-1F,상행
5,방이,2,1808-715,"4번 출구 측, 1F-B1",1F-B1,하행
5,오금,1,1801-959,"3,4번 출구 측, BM-B1",BM-B1,하행
5,오금,2,1801-960,"3,4번 출구 측, B1-BM",B1-BM,상행
5,오금,3,1801-961,"5번 출구 측, B1-BM",B1-BM,상행
5,오금,4,1805-669,"환승통로(방화방면 승강장), B3-B2",B3-B2,상행
5,오금,5,1805-670,"환승통로(방화방면 승강장), B2-B3",B2-B3,하행
5,오금,6,1805-671,"환승통로(마천방면 승강장), B3-B2",B3-B2,상행
5,오금,7,1805-672,"환승통로(마천방면 승강장), B2-B3",B2-B3,하행
5,개롱,1,1805-655,"3번 출구 측, 1F-B1",1F-B1,하행
5,개롱,2,1805-656,"3번 출구 측, B1-1F",B1-1F,상행
5,거여,1,1801-962,"2번 출구 측, B1-BM",B1-BM,상행
5,거여,2,1801-963,"대합실(5, 6번출구 방면), B1-BM",B1-BM,상행
5,거여,3,1811-847,"6번 출구 측, B2-B4",B2-B4,하행
5,마천,1,1801-971,"거여 방면3-1, B4-B2",B4-B2,상행
5,마천,2,1801-972,"거여 방면3-1, B2-B4",B2-B4,하행
5,마천,3,1801-973,"마천 방면6-4, B4-B2",B4-B2,상행
5,마천,4,1801-974,"마천 방면6-4, B2-B4",B2-B4,하행
5,마천,5,1801-975,"1번 출구 측, 1F-B1",1F-B1,하행
5,마천,6,1801-976,"1번 출구 측, B1-1F",B1-1F,상행
5,마천,7,1805-635,"대합실(2번출구 방면), B1-BM2",B1-BM2,하행
5,마천,8,1805-636,"대합실(2번출구 방면), BM2-B1",BM2-B1,상행
5,마천,9,1805-637,"2번 출구 측, 1F-B1",1F-B1,하행
5,마천,10,1805-638,"2번 출구 측, B1-1F",B1-1F,상행
6,응암,1,1808-105,"대합실, B2-B1",B2-B1,상행
6,응암,2,1808-106,"대합실, B1-B2",B1-B2,하행
6,응암,3,1809-469,"2번 출구 측, B1-1F",B1-1F,상행
