연번,호선,역명,장비종류,호기,승강기번호,운행구간,설치위치
881,5,강동,E/S,8,1802-526,하/승강(B4)-대합(B3),내부
882,5,강동,E/S,11,1805-633,대합(B1)-지상(#4 출구),외부
883,5,강동,E/S,12,1805-634,대합(B1)-지상(#4 출구),외부
884,5,길동,E/S,1,1808-893,BM2-대합(B1),내부
885,5,길동,E/S,2,1808-894,BM2-대합(B1),내부
886,5,길동,E/S,3,1808-895,대합(B1)-BM1,내부
887,5,굽은다리,E/S,1,1801-838,대합(B1)-지상(#1 출구),외부
888,5,굽은다리,E/S,2,1801-839,대합(B1)-지상(#1 출구),외부
889,5,굽은다리,E/S,3,1805-658,대합(B1)-지상(#4 출구),외부
890,5,굽은다리,E/S,4,1805-659,대합(B1)-지상(#4 출구),외부
891,5,명일,E/S,1,1802-528,대합(B1)-지상(#4 출구),외부
892,5,명일,E/S,2,1802-529,대합(B1)-지상(#4 출구),외부
893,5,고덕,E/S,1,1805-657,대합(B1)-지상(#4 출구),외부
894,5,고덕,E/S,2,1803-009,대합(B1)-지상(#4 출구),외부
895,5,고덕,E/S,3,1811-567,"대합(B1)-외부M(#1,2 출구)",외부
896,5,고덕,E/S,4,1811-568,"대합(B1)-외부M(#1,2 출구)",외부
897,5,고덕,E/S,5,1811-569,외부(M1)-지상(#1 출구),외부
898,5,고덕,E/S,6,1811-570,외부(M1)-지상(#1 출구),외부
899,5,상일동,E/S,3,1810-791,대합(B1)-지상(#1 출구),외부
900,5,상일동,E/S,4,1810-792,대합(B1)-지상(#1 출구),외부
901,5,상일동,E/S,5,1810-787,대합(B1)-지상(#2 출구),외부
902,5,상일동,E/S,6,1810-788,대합(B1)-지상(#2 출구),외부
903,5,상일동,E/S,7,1810-797,대합(B1)-지상(#3 출구),외부
904,5,상일동,E/S,8,1810-798,대합(B1)-지상(#3 출구),외부
905,5,상일동,E/S,9,1810-795,대합(B1)-지상(#4 출구),외부
906,5,상일동,E/S,10,1810-796,대합(B1)-지상(#4 출구),외부
907,5,상일동,E/S,11,1811-737,대합(B1)-지상(#5 출구),외부
908,5,상일동,E/S,12,1811-738,대합(B1)-지상(#5 출구),외부
909,5,상일동,E/S,13,1811-739,대합(B1)-지상(#6 출구),외부
910,5,상일동,E/S,14,1811-740,대합(B1)-지상(#6 출구),외부
911,5,상일동,E/S,15,1811-723,대합(B1)-지상(#7 출구),외부
912,5,상일동,E/S,16,1811-724,대합(B1)-지상(#7 출구),외부
913,5,상일동,E/S,17,1811-725,대합(B1)-지상(#8 출구),외부
914,5,상일동,E/S,18,1811-726,대합(B1)-지상(#8 출구),외부
915,5(연),강일,E/S,1,1811-741,B3-B2,내부
916,5(연),강일,E/S,2,1811-742,B2-B3,내부
917,5(연),강일,E/S,3,1811-743,B3-B2,내부
918,5(연),강일,E/S,4,1811-744,B2-B3,내부
919,5(연),강일,E/S,5,1811-745,B3-B2,내부
920,5(연),강일,E/S,6,1811-746,B2-B3,내부
921,5(연),강일,E/S,7,1811-747,B3-B2,내부
922,5(연),강일,E/S,8,1811-748,B2-B3,내부
923,5(연),강일,E/S,9,1811-749,1번출구(UP),외부
924,5(연),강일,E/S,10,1811-750,1번출구(DN),외부
925,5(연),강일,E/S,11,1811-829,2번출구(UP),외부
926,5(연),강일,E/S,12,1811-830,2번출구(DN),외부
927,5(연),강일,E/S,13,1811-751,3번출구(UP),외부
928,5(연),강일,E/S,14,1811-752,3번출구(DN),외부
929,5(연),강일,E/S,15,1811-753,4번출구(UP),외부
930,5(연),강일,E/S,16,1811-754,4번출구(DN),외부
931,5(연),미사,E/S,1,3813-238,승강장(B2) - 대합실(B1),내부
932,5(연),미사,E/S,2,3813-237,승강장(B2) - 대합실(B1),내부
933,5(연),미사,E/S,3,3813-242,승강장(B2) - 대합실(B1),내부
934,5(연),미사,E/S,4,3813-241,승강장(B2) - 대합실(B1),내부
935,5(연),미사,E/S,5,3813-240,승강장(B2) - 대합실(B1),내부
936,5(연),미사,E/S,6,3813-239,승강장(B2) - 대합실(B1),내부
937,5(연),미사,E/S,7,3811-800,대합실(B1) - 지상(1번출입구),외부
938,5(연),미사,E/S,8,3811-799,대합실(B1) - 지상(1번출입구),외부
939,5(연),미사,E/S,9,3811-804,대합실(B1) - 지상(2번출입구),외부
940,5(연),미사,E/S,10,3811-803,대합실(B1) - 지상(2번출입구),외부
941,5(연),미사,E/S,11,3811-794,대합실(B1) - 지상(4번출입구),외부
942,5(연),미사,E/S,12,3811-793,대합실(B1) - 지상(4번출입구),외부
943,5(연),미사,E/S,13,3811-789,대합실(B1) - 지상(5번출입구),외부
944,5(연),미사,E/S,14,3811-790,대합실(B1) - 지상(5번출입구),외부
945,5(연),미사,E/S,15,3811-792,대합실(B1) - 지상(6번출입구),외부
946,5(연),미사,E/S,16,3811-791,대합실(B1) - 지상(6번출입구),외부
947,5(연),미사,E/S,17,3811-802,대합실(B1) - 지상(7번출입구),외부
948,5(연),미사,E/S,18,3811-801,대합실(B1) - 지상(7번출입구),외부
949,5(연),미사,E/S,19,3811-796,대합실(B1) - 지상(9번출입구),외부
950,5(연),미사,E/S,20,3811-795,대합실(B1) - 지상(9번출입구),외부
951,5(연),미사,E/S,21,3811-798,대합실(B1) - 지상(10번출입구),외부
952,5(연),미사,E/S,22,3811-797,대합실(B1) - 지상(10번출입구),외부
953,5(연),하남풍산,E/S,1,3813-248,승강장(B2) - 대합실(B1),내부
954,5(연),하남풍산,E/S,2,3813-249,승강장(B2) - 대합실(B1),내부
955,5(연),하남풍산,E/S,3,3813-254,승강장(B2) - 대합실(B1),내부
956,5(연),하남풍산,E/S,4,3813-255,승강장(B2) - 대합실(B1),내부
957,5(연),하남풍산,E/S,5,3813-250,승강장(B2) - 대합실(B1),내부
958,5(연),하남풍산,E/S,6,3813-251,승강장(B2) - 대합실(B1),내부
959,5(연),하남풍산,E/S,7,3813-252,승강장(B2) - 대합실(B1),내부
960,5(연),하남풍산,E/S,8,3813-253,승강장(B2) - 대합실(B1),내부
961,5(연),하남풍산,E/S,9,3811-757,썬큰광장(B1) - 지상(1번출입구),외부
962,5(연),하남풍산,E/S,10,3811-758,썬큰광장(B1) - 지상(1번출입구),외부
963,5(연),하남풍산,E/S,12,3811-759,썬큰광장(B1) - 지상(2번출입구),외부
964,5(연),하남풍산,E/S,11,3811-760,썬큰광장(B1) - 지상(2번출입구),외부
965,5(연),하남풍산,E/S,13,3811-761,대합실(B1) - 지상(3번출입구),외부
966,5(연),하남풍산,E/S,14,3811-762,대합실(B1) - 지상(3번출입구),외부
967,5(연),하남풍산,E/S,15,3811-763,대합실(B1) - 지상(4번출입구),외부
968,5(연),하남풍산,E/S,16,3811-764,대합실(B1) - 지상(4번출입구),외부
969,5(연),하남풍산,E/S,17,3811-765,대합실(B1) - 지상(5번출입구),외부
970,5(연),하남풍산,E/S,18,3811-766,대합실(B1) - 지상(5번출입구),외부
971,5(연),하남풍산,E/S,19,3811-767,대합실(B1) - 지상(6번출입구),외부
972,5(연),하남풍산,E/S,20,3811-768,대합실(B1) - 지상(6번출입구),외부
973,5(연),하남풍산,E/S,21,3811-769,대합실(B1) - 지상(7번출입구),외부
974,5(연),하남풍산,E/S,22,3811-770,대합실(B1) - 지상(7번출입구),외부
975,5(연),하남풍산,E/S,23,3811-771,대합실(B1) - 지상(8번출입구),외부
976,5(연),하남풍산,E/S,24,3811-772,대합실(B1) - 지상(8번출입구),외부
977,5(연),하남시청,E/S,1,3811-949,B2-B1,내부
978,5(연),하남시청,E/S,2,3811-950,B2-B1,B1-B2
979,5(연),하남시청,E/S,3,3811-951,B1-B2,B2-B1
980,5(연),하남시청,E/S,4,3811-952,B1-B2,내부
981,5(연),하남시청,E/S,5,3811-955,B2-B1,내부
982,5(연),하남시청,E/S,6,3811-956,B1-B2,내부
983,5(연),하남시청,E/S,7,3811-953,B2-B1,내부
984,5(연),하남시청,E/S,8,3811-954,B1-B2,내부
985,5(연),하남시청,E/S,9,3811-947,B1-M,내부
986,5(연),하남시청,E/S,10,3811-948,M-B1,내부
987,5(연),하남시청,E/S,11,3811-945,B1-M,F1-B1
988,5(연),하남시청,E/S,12,3811-946,M-B1,내부
989,5(연),하남시청,E/S,13,3811-986,B1-M,B1-중
990,5(연),하남시청,E/S,14,3811-985,M-B1,중-B1
991,5(연),하남시청,E/S,15,3811-984,M-1,중-1
992,5(연),하남시청,E/S,16,3811-983,1-M,1-중
993,5(연),하남시청,E/S,17,3811-975,M-1,중-1
994,5(연),하남시청,E/S,18,3811-982,1-M,1-중
995,5(연),하남시청,E/S,19,3811-939,M-1,외부
996,5(연),하남시청,E/S,20,3811-940,M-1,1-M
997,5(연),하남시청,E/S,21,3811-941,B1-M1,B1-M
998,5(연),하남시청,E/S,22,3811-942,M-B1,내부
999,5(연),하남시청,E/S,23,3811-943,B1-F1,외부
1000,5(연),하남시청,E/S,24,3811-944,F1-B1,외부
1001,5(연),하남시청,E/S,25,3811-937,B1-BM,외부
1002,5(연),하남시청,E/S,26,3811-938,M-1,외부
1003,5(연),하남시청,E/S,27,3811-935,M-1,외부
1004,5(연),하남시청,E/S,28,3811-936,1-M,외부
1005,5(연),하남검단산,E/S,1,3811-859,B3-B2,내부
1006,5(연),하남검단산,E/S,2,3811-860,B2-B3,내부
1007,5(연),하남검단산,E/S,3,3811-861,B3-B2,내부
1008,5(연),하남검단산,E/S,4,3811-862,B2-B3,내부
1009,5(연),하남검단산,E/S,5,3811-863,B3-B2,내부
1010,5(연),하남검단산,E/S,6,3811-864,B2-B3,내부
1011,5(연),하남검단산,E/S,7,3811-865,B3-B2,내부
1012,5(연),하남검단산,E/S,8,3811-866,B2-B3,내부
1013,5(연),하남검단산,E/S,9,3811-867,B2-B1,내부
1014,5(연),하남검단산,E/S,10,3811-868,B1-B2,내부
1015,5(연),하남검단산,E/S,11,3811-869,B2-B1,내부
1016,5(연),하남검단산,E/S,12,3811-870,B1-B2,내부
1017,5(연),하남검단산,E/S,13,3811-871,B2-1,1번출구-1
1018,5(연),하남검단산,E/S,14,3811-872,1-B2,1번출구-2
1019,5(연),하남검단산,E/S,15,3811-875,B2-1,2번출구-1
1020,5(연),하남검단산,E/S,16,3811-876,1-B2,2번출구-2
1021,5(연),하남검단산,E/S,17,3811-877,B2-1,3번출구-1
1022,5(연),하남검단산,E/S,18,3811-878,1-B2,3번출구-2
1023,5(연),하남검단산,E/S,19,3811-873,B2-1,4번출구-1
1024,5(연),하남검단산,E/S,20,3811-874,1-B2,4번출구-2
1025,5,둔촌동,E/S,1,1801-842,대합(B1)-BM1,내부
1026,5,둔촌동,E/S,2,1801-843,대합(B1)-BM1,내부
1027,5,둔촌동,E/S,3,1801-844,대합(B1)-BM1,내부
1028,5,둔촌동,E/S,4,1801-845,대합(B1)-BM1,내부
1029,5,올림픽공원,E/S,1,1809-917,대합(B2)-승강장(B3),내부
1030,5,올림픽공원,E/S,2,1809-920,대합(B2)-승강장(B3),내부
1031,5,올림픽공원,E/S,3,1811-199,대합(B2)-승강장(B3),내부
1032,5,올림픽공원,E/S,4,1811-200,대합(B2)-승강장(B3),내부
1033,5,방이,E/S,1,1808-714,대합(B1)-지상(#4 출구),외부
1034,5,방이,E/S,2,1808-715,대합(B1)-지상(#4 출구),외부
1035,5,오금,E/S,1,1801-959,대합(B1)-BM1,내부
1036,5,오금,E/S,2,1801-960,대합(B1)-BM1,내부
1037,5,오금,E/S,3,1801-961,대합(B1)-BM1,내부
1038,5,오금,E/S,4,1805-669,환/대합(B3)-상/승강(B2),내부
1039,5,오금,E/S,5,1805-670,환/대합(B3)-상/승강(B2),내부
1040,5,오금,E/S,6,1805-671,환/대합(B3)-하/승강(B2),내부
1041,5,오금,E/S,7,1805-672,환/대합(B3)-하/승강(B2),내부
1042,5,개롱,E/S,1,1805-655,대합(B1)-F1(#3 출구),외부
1043,5,개롱,E/S,2,1805-656,대합(B1)-F1(#3 출구),외부
1044,5,거여,E/S,1,1801-962,대합(B1)-BM1,내부
1045,5,거여,E/S,2,1801-963,대합(B1)-BM1,내부
1046,5,마천,E/S,1,1801-971,시/승강(B4)-대합(B2),내부
1047,5,마천,E/S,2,1801-972,시/승강(B4)-대합(B2),내부
1048,5,마천,E/S,3,1801-973,종/승강(B4)-대합(B2),내부
1049,5,마천,E/S,4,1801-974,종/승강(B4)-대합(B2),내부
1050,5,마천,E/S,5,1801-975,대합(B1)-지상(#1 출구),외부
1051,5,마천,E/S,6,1801-976,대합(B1)-지상(#1 출구),외부
1052,5,마천,E/S,7,1805-635,대합(B1)-BM2,내부
1053,5,마천,E/S,8,1805-636,대합(B1)-BM2,내부
1054,5,마천,E/S,9,1805-637,대합(B1)-지상(#2 출구),외부
1055,5,마천,E/S,10,1805-638,대합(B1)-지상(#2 출구),외부
1056,6,응암,E/S,1,1808-105,대합(B1)-BM1,내부
1057,6,응암,E/S,2,1808-106,대합(B1)-BM1,내부
1058,6,응암,E/S,3,1809-469,BM1-지상(#2 출구),외부
1059,6,응암,E/S,4,1809-470,BM1-지상(#2 출구),외부
1060,6,역촌,E/S,1,1800-574,하/승강(B4)-대합(B1),내부
1061,6,역촌,E/S,2,1800-575,하/승강(B4)-대합(B1),내부
1062,6,역촌,E/S,3,1808-101,대합(B1)-지상(#4 출구),외부
1063,6,역촌,E/S,4,1808-102,대합(B1)-지상(#4 출구),외부
1064,6,역촌,E/S,5,1808-103,대합(B1)-지상(#2 출구),외부
1065,6,역촌,E/S,6,1808-104,대합(B1)-지상(#2 출구),외부
1066,6,불광,E/S,1,1800-983,시/승강(B4)-대합(B2),내부
1067,6,불광,E/S,2,1800-984,시/승강(B4)-대합(B2),내부
1068,6,불광,E/S,3,1800-985,종/승강(B4)-대합(B2),내부
1069,6,불광,E/S,4,1800-986,종/승강(B4)-대합(B2),내부
1070,6,불광,E/S,5,1800-987,대합(B2)-환승(BM2),내부
1071,6,불광,E/S,6,1800-988,대합(B2)-환승(BM2),내부
1072,6,불광,E/S,7,1800-989,대합(B2)-환승(BM2),내부
1073,6,불광,E/S,8,1800-990,대합(B2)-환승(BM2),내부
1074,6,불광,E/S,9,1800-991,대합(B1)-BM1,내부
1075,6,불광,E/S,10,1800-992,대합(B1)-BM1,내부
1076,6,불광,E/S,11,1800-993,대합(B1)-BM1,내부
1077,6,불광,E/S,12,1800-994,대합(B1)-BM1,내부
1078,6,독바위,E/S,1,1800-836,하/승강(B6)-대합(B5),내부
1079,6,독바위,E/S,2,1800-837,하/승강(B6)-대합(B5),내부
1080,6,독바위,E/S,3,1800-838,대합(B5)-대합(B3),내부
1081,6,독바위,E/S,4,1800-839,대합(B5)-대합(B3),내부
1082,6,독바위,E/S,5,1800-840,대합(B3)-대합(B1),내부
1083,6,독바위,E/S,6,1800-841,대합(B3)-대합(B1),내부
1084,6,독바위,E/S,7,1800-842,대합(B1)-BM1,내부
1085,6,독바위,E/S,8,1800-843,BM1-지상(#1 출구),외부
1086,6,연신내,E/S,1,1800-598,하/승강(B5)-대합(B3),내부
1087,6,연신내,E/S,2,1800-599,하/승강(B5)-대합(B3),내부
1088,6,연신내,E/S,3,1800-600,하/승강(B5)-대합(B3),내부
1089,6,연신내,E/S,4,1800-595,대합(B3)-대합(B1),내부
1090,6,연신내,E/S,5,1800-596,대합(B3)-대합(B1),내부
1091,6,연신내,E/S,6,1800-597,대합(B3)-대합(B1),내부
1092,6,구산,E/S,1,1800-591,하/승강(B4)-대합(B1),내부
1093,6,구산,E/S,2,1800-592,하/승강(B4)-대합(B1),내부
1094,6,새절,E/S,1,1809-467,상/승강(B2)-대합(B1),내부
1095,6,새절,E/S,2,1809-468,상/승강(B2)-대합(B1),내부
1096,6,새절,E/S,3,1809-465,하/승강(B2)-대합(B1),내부
1097,6,새절,E/S,4,1809-466,하/승강(B2)-대합(B1),내부
1098,6,증산,E/S,1,1800-397,대합(B1)-BM1,내부
1099,6,증산,E/S,2,1800-398,대합(B1)-BM1,내부
1100,6,증산,E/S,3,1809-463,상/승강(B2)-대합(B1),내부
1101,6,증산,E/S,4,1809-464,상/승강(B2)-대합(B1),내부
1102,6,증산,E/S,5,1809-461,하/승강(B2)-대합(B1),내부
1103,6,증산,E/S,6,1809-462,하/승강(B2)-대합(B1),내부
1104,6,디지털미디어시티,E/S,1,1808-915,상/시/승강(B2)-대(B1),내부
1105,6,디지털미디어시티,E/S,2,1808-916,하/시/승강(B2)-대(B1),내부
1106,6,디지털미디어시티,E/S,3,1808-917,상/종/승강(B2)-대(B1),내부
1107,6,디지털미디어시티,E/S,4,1808-918,하/종/승강(B2)-대(B1),내부
1108,6,디지털미디어시티,E/S,5,1808-919,대합(B1)-지상(#4 출구),외부
1109,6,디지털미디어시티,E/S,6,1808-920,대합(B1)-지상(#4 출구),외부
1110,6,디지털미디어시티,E/S,7,1808-921,대합(B1)-지상(#2 출구),외부
1111,6,디지털미디어시티,E/S,8,1808-922,대합(B1)-지상(#2 출구),외부
1112,6,월드컵경기장,E/S,1,1800-851,B1-지상(#3 출구),외부
1113,6,월드컵경기장,E/S,2,1800-852,B1-지상(#3 출구),외부
1114,6,월드컵경기장,E/S,3,1800-853,B1-지상(#3 출구),외부
1115,6,월드컵경기장,E/S,4,1800-854,B1-지상(#3 출구),외부
1116,6,월드컵경기장,E/S,5,1800-855,B1-지상(#2 출구),외부
1117,6,월드컵경기장,E/S,6,1800-856,B1-지상(#2 출구),외부
1118,6,월드컵경기장,E/S,7,1800-857,B1-지상(#2 출구),외부
1119,6,월드컵경기장,E/S,8,1800-858,B1-지상(#2 출구),외부
1120,6,월드컵경기장,E/S,9,1800-584,대합(B1)-지상(#1 출구),외부
1121,6,월드컵경기장,E/S,10,1800-768,대합(B1)-지상(#1 출구),외부
1122,6,월드컵경기장,E/S,11,1800-769,대합(B1)-지상(#1 출구),외부
1123,6,월드컵경기장,E/S,12,1800-800,대합(B1)-지상(#1 출구),외부
1124,6,마포구청,E/S,1,1800-867,BM1-지상(#1 출구),외부
1125,6,마포구청,E/S,2,1800-868,BM1-지상(#1 출구),외부
1126,6,마포구청,E/S,3,1800-846,BM1-지상(#8 출구),외부
1127,6,마포구청,E/S,4,1800-869,대합(B1)-지상(#3 출구),외부
1128,6,마포구청,E/S,5,1800-870,대합(B1)-지상(#3 출구),외부
1129,6,마포구청,E/S,6,1800-871,대합(B1)-지상(#4 출구),외부
1130,6,마포구청,E/S,7,1800-872,대합(B1)-지상(#4 출구),외부
1131,6,마포구청,E/S,8,1800-875,BM1-지상(#5 출구),외부
1132,6,마포구청,E/S,9,1800-876,BM1-지상(#5 출구),외부
1133,6,마포구청,E/S,10,1800-873,대합(B1)-BM1,내부
1134,6,마포구청,E/S,11,1800-874,대합(B1)-BM1,내부
1135,6,마포구청,E/S,12,1810-496,BM1-지상(#8 출구),외부
1136,6,망원,E/S,1,1800-899,대합(B1)-BM1,내부
1137,6,망원,E/S,2,1800-900,대합(B1)-BM1,내부
1138,6,합정,E/S,1,1808-923,상/승강(B4)-대합(B3),내부
1139,6,합정,E/S,2,1808-924,하/승강(B4)-대합(B3),내부
1140,6,합정,E/S,3,1808-925,하/승강(B4)-대합(B3),내부
1141,6,합정,E/S,4,1808-926,대합(B3)-환승(B2),내부
1142,6,합정,E/S,5,1808-927,대합(B3)-환승(B2),내부
1143,6,합정,E/S,6,1808-928,대합(B3)-환승(B2),내부
1144,6,합정,E/S,7,1808-929,대합(B3)-환승(B2),내부
1145,6,합정,E/S,8,1808-930,대합(B3)-대합(B1),내부
1146,6,합정,E/S,9,1808-931,대합(B3)-대합(B1),내부
1147,6,합정,E/S,10,1808-932,대합(B1)-지상(#5 출구),외부
1148,6,합정,E/S,15,1810-127,대합(B1)-지상(#8 출구),외부
1149,6,합정,E/S,16,1810-128,대합(B1)-지상(#8 출구),외부
1150,6,상수,E/S,1,1808-933,중앙/승강(B3)-대합(B2),내부
1151,6,상수,E/S,2,1808-934,중앙/승강(B3)-대합(B2),내부
1152,6,상수,E/S,3,1808-937,대합(B2)-대합(B1),내부
1153,6,상수,E/S,4,1808-938,대합(B2)-대합(B1),내부
1154,6,상수,E/S,5,1808-935,대합(B1)-BM1,내부
1155,6,상수,E/S,6,1808-936,대합(B1)-BM1,내부
1156,6,상수,E/S,7,1808-939,대합(B1)-BM1,내부
1157,6,상수,E/S,8,1808-940,대합(B1)-BM1,내부
1158,6,상수,E/S,9,1808-941,BM1-지상(#3 출구),외부
1159,6,상수,E/S,10,1808-942,BM1-지상(#3 출구),외부
1160,6,광흥창,E/S,1,1808-943,중앙/시/승강(B3)-대(B2),내부
1161,6,광흥창,E/S,2,1808-944,중앙/종/승강(B3)-대(B2),내부
1162,6,광흥창,E/S,3,1808-945,시/대합(B2)-대합(B1),내부
1163,6,광흥창,E/S,4,1808-946,종/대합(B2)-대합(B1),내부
1164,6,광흥창,E/S,5,1808-185,대합(B1)-BM1,내부
1165,6,광흥창,E/S,6,1808-947,대합(B1)-BM1,내부
1166,6,광흥창,E/S,7,1808-948,대합(B1)-BM1,내부
1167,6,광흥창,E/S,8,1808-174,BM1-지상(#2 출구),외부
1168,6,광흥창,E/S,9,1808-175,BM1-지상(#2 출구),외부
1169,6,대흥,E/S,1,1800-999,대합(B2)-대합(B1),내부
1170,6,대흥,E/S,2,1801-000,대합(B2)-대합(B1),내부
1171,6,대흥,E/S,3,1800-997,대합(B1)-BM1(#2 출구 방면),내부
1172,6,대흥,E/S,4,1800-998,대합(B1)-BM1(#4 출구 방면),내부
1173,6,대흥,E/S,5,1813-891,B1-F1,외부
1174,6,대흥,E/S,6,1813-892,F1-B1,외부
1175,6,공덕,E/S,1,1800-995,대합(B1)-지상(#7 출구),외부
1176,6,공덕,E/S,2,1800-996,대합(B1)-지상(#7 출구),외부
1177,6,공덕,E/S,3,1810-055,대합(B2)-대합(B3) 환승통로,내부
1178,6,공덕,E/S,4,1810-056,대합(B2)-대합(B3) 환승통로,내부
1179,6,공덕,E/S,5,1810-568,대합(B2)-대합(B3) 환승통로,내부
1180,6,공덕,E/S,6,1809-238,대합(B2)-대합(B3) 환승통로,내부
1181,6,효창공원앞,E/S,1,1800-376,대합(B2)-대합(B1),내부
1182,6,효창공원앞,E/S,2,1800-377,대합(B2)-대합(B1),내부
1183,6,효창공원앞,E/S,3,1800-378,대합(B1)-지상(#4 출구),외부
1184,6,효창공원앞,E/S,4,1800-379,대합(B1)-지상(#4 출구),외부
1185,6,효창공원앞,E/S,5,1810-728,상/시점(B3)-대(B2),내부
1186,6,효창공원앞,E/S,6,1810-727,상/시점(B3)-대(B2),내부
1187,6,삼각지,E/S,1,1800-698,대합(B3)-대합(B1),내부
1188,6,삼각지,E/S,2,1800-699,대합(B3)-대합(B1),내부
1189,6,삼각지,E/S,3,1800-700,대합(B3)-대합(B1),내부
1190,6,삼각지,E/S,4,1800-701,대합(B3)-대합(B1),내부
1191,6,녹사평,E/S,1,1800-380,중앙/시/승강(B5)-대합(B4),내부
1192,6,녹사평,E/S,2,1800-381,중앙/시/승강(B5)-대합(B4),내부
1193,6,녹사평,E/S,3,1800-382,중앙/종/승강(B5)-대합(B4),내부
1194,6,녹사평,E/S,4,1800-383,중앙/종/승강(B5)-대합(B4),내부
1195,6,녹사평,E/S,5,1800-384,대합(B4)-대합(B2),내부
1196,6,녹사평,E/S,6,1800-385,대합(B4)-대합(B2),내부
1197,6,녹사평,E/S,7,1800-386,대합(B4)-대합(B2),내부
1198,6,녹사평,E/S,8,1800-387,대합(B2)-대합(B1),내부
1199,6,녹사평,E/S,9,1800-388,대합(B2)-대합(B1),내부
1200,6,녹사평,E/S,10,1800-389,대합(B1)-지상(#2 출구),외부
1201,6,녹사평,E/S,11,1800-390,대합(B1)-지상(#2 출구),외부
1202,6,녹사평,E/S,12,1800-391,대합(B1)-지상(#3 출구),외부
1203,6,녹사평,E/S,13,1800-392,대합(B1)-지상(#3 출구),외부
1204,6,이태원,E/S,1,1800-844,대합(B4)-대합(B2),내부
1205,6,이태원,E/S,2,1800-845,대합(B4)-대합(B2),내부
1206,6,이태원,E/S,3,1809-499,대합(B1)-BM1,내부
1207,6,이태원,E/S,4,1809-500,대합(B1)-BM1,내부
1208,6,한강진,E/S,1,1808-191,대합(B3)-대합(B1),내부
1209,6,한강진,E/S,2,1808-192,대합(B3)-대합(B1),내부
1210,6,한강진,E/S,3,1810-744,대합(B1)-지상(#2 출구),외부
1211,6,한강진,E/S,4,1810-743,대합(B1)-지상(#2 출구),외부
1212,6,버티고개,E/S,1,1812-500,대합(B3)-대합(B2),내부
1213,6,버티고개,E/S,2,1812-510,대합(B3)-대합(B2),내부
1214,6,버티고개,E/S,3,1808-199,대합(B1)-지상(#3 출구),외부
1215,6,버티고개,E/S,4,1808-200,대합(B1)-지상(#3 출구),외부
1216,6,약수,E/S,1,1809-212,상/종/승강(B3)-대합(B2),내부
1217,6,약수,E/S,2,1800-582,상/종/승강(B3)-대합(B2),내부
1218,6,약수,E/S,3,1800-583,하/종/승강(B3)-대합(B2),내부
1219,6,약수,E/S,4,1809-213,하/종/승강(B3)-대합(B2),내부
1220,6,약수,E/S,5,1809-214,대합(B1)-BM1,내부
1221,6,약수,E/S,6,1809-215,대합(B1)-BM1,내부
1222,6,약수,E/S,7,1809-209,대합(B2)-환승(B1),내부
1223,6,약수,E/S,8,1809-210,대합(B2)-환승(B1),내부
1224,6,약수,E/S,9,1809-211,대합(B1)-BM1,내부
1225,6,약수,E/S,10,1801-048,BM1-지상(#7 출구),외부
1226,6,약수,E/S,11,1808-526,BM1-지상(#7 출구),외부
1227,6,청구,E/S,1,1800-859,환승/대합(B3)-시/승강(B2),내부
1228,6,청구,E/S,2,1800-860,환승/대합(B3)-시/승강(B2),내부
1229,6,청구,E/S,3,1800-861,환승/대합(B3)-종/승강(B2),내부
1230,6,청구,E/S,4,1800-862,환승/대합(B3)-종/승강(B2),내부
1231,6,청구,E/S,5,1800-863,대합(B1)-BM1,내부
1232,6,청구,E/S,6,1800-864,대합(B1)-BM1,내부
1233,6,청구,E/S,7,1800-865,대합(B1)-BM1,내부
1234,6,청구,E/S,8,1800-866,대합(B1)-BM1,내부
1235,6,청구,E/S,9,1810-109,1번출구-BM1,외부
1236,6,청구,E/S,10,1810-110,1번출구-BM1,외부
1237,6,신당,E/S,1,1808-979,시/승강(B3)-대합(B2),내부
1238,6,신당,E/S,2,1808-980,종/승강(B3)-대합(B2),내부
1239,6,신당,E/S,3,1808-975,중앙/승강(B3)-대합(B1),내부
1240,6,신당,E/S,4,1808-976,중앙/승강(B3)-대합(B1),내부
1241,6,신당,E/S,5,1808-977,중앙/승강(B3)-대합(B1),내부
1242,6,신당,E/S,6,1808-978,중앙/승강(B3)-대합(B1),내부
1243,6,신당,E/S,7,1808-981,대합(B1)-지상(#10 출구),외부
1244,6,신당,E/S,8,1808-982,대합(B1)-지상(#10 출구),외부
1245,6,신당,E/S,9,1800-683,대합(B2)-환승통로(B1),내부
1246,6,신당,E/S,10,1800-684,대합(B2)-환승통로(B1),내부
1247,6,신당,E/S,11,1800-685,B2(2호선승강)-B1(환승통로),내부
1248,6,신당,E/S,12,1800-686,B2(2호선승강)-B1(환승통로),내부
1249,6,신당,E/S,13,1800-687,B2(2호선승강)-B1(환승통로),내부
1250,6,신당,E/S,14,1800-688,B2(2호선승강)-B1(환승통로),내부
1251,6,동묘앞,E/S,1,1800-068,중앙/승강(B3)-환승통로(B2),내부
1252,6,동묘앞,E/S,2,1800-067,중앙/승강(B3)-환승통로(B2),내부
1253,6,동묘앞,E/S,3,1800-070,종/승강(B3)-대합(B2),내부
1254,6,동묘앞,E/S,4,1800-069,종/승강(B3)-대합(B2),내부
1255,6,동묘앞,E/S,5,1800-074,대합(B2)-대합(B1),내부
